Length of List, Number Of Sorts, Variance
3600,2200,0.00023320842190946412
3600,2250,0.00017167621122318933
3600,2300,0.0001857424295632405
3600,2350,0.00018723820891002545
3600,2400,0.0001541044104933852
3600,2450,0.00014671993078378082
3600,2500,0.00017022974181085166
3800,50,0.001161128135321514
3800,100,0.001105705844741125
3800,150,0.0004567750896381893
3800,200,0.00046151684049607544
3800,250,0.0003176855160028605
3800,300,0.000353544124729152
3800,350,0.0005644665256326762
3800,400,0.000581289997046933
3800,450,0.00043156293869390096
3800,500,0.0002432108831798484
3800,550,0.0002881012589996335
3800,600,0.0005003059209302952
3800,650,0.00025490768320406626
3800,700,0.0004038181413097876
3800,750,0.0003994527485745949
3800,800,0.00030940877794164475
